index	Gene
bc2018--bc2018___80_02350	pfp
bc2018--bc2018___80_02351	BACUNI_01393
bc2018--bc2018___80_02352	BACUNI_01394
bc2018--bc2018___80_02353	BACUNI_01395
bc2018--bc2018___80_02354	BACUNI_01396
bc2018--bc2018___80_02355	BACUNI_01397
bc2018--bc2018___80_02356	BACUNI_01398
bc2018--bc2018___80_02357	BACUNI_01399
bc2018--bc2018___80_02358	BACUNI_01400
bc2018--bc2018___80_02359	BACUNI_01401
bc2018--bc2018___80_02360	BACUNI_01404
bc2018--bc2018___80_02361	BACUNI_01406
bc2018--bc2018___80_02362	BACUNI_01407
bc2018--bc2018___80_02363	BACUNI_01408
bc2018--bc2018___80_02364	BACUNI_01409
bc2018--bc2018___80_02365	BACUNI_01410
bc2018--bc2018___80_02366	BACUNI_01411
bc2018--bc2018___80_02367	mfd
bc2018--bc2018___80_02368	BACUNI_01414
bc2018--bc2018___80_02369	BACUNI_01415
bc2018--bc2018___80_02370	BACUNI_01416
bc2018--bc2018___80_02371	BACUNI_01417
bc2018--bc2018___80_02372	BACUNI_01418
bc2018--bc2018___80_02373	BACUNI_01419
bc2018--bc2018___80_02374	BACUNI_01420
bc2018--bc2018___80_02375	BACUNI_01422
bc2018--bc2018___80_02376	BACUNI_01421
bc2018--bc2018___80_02377	BACUNI_01423
bc2018--bc2018___80_02378	BACUNI_01424
bc2018--bc2018___80_02379	trxA
bc2018--bc2018___80_02380	BACUNI_01426
bc2018--bc2018___80_02381	bc2018--bc2018___80_02381
bc2018--bc2018___80_02382	BACUNI_01428
bc2018--bc2018___80_02383	BACUNI_01429
bc2018--bc2018___80_02384	BACUNI_01430
bc2018--bc2018___80_02385	BACUNI_01431
bc2018--bc2018___80_02386	bc2018--bc2018___80_02386
bc2018--bc2018___80_02387	BACUNI_01433
bc2018--bc2018___80_02388	BACUNI_01434
bc2018--bc2018___80_02389	BACUNI_01435
bc2018--bc2018___80_02390	BACUNI_01438
bc2018--bc2018___80_02391	BACUNI_01439
bc2018--bc2018___80_02392	gldE
bc2018--bc2018___80_02393	BACUNI_01441
bc2018--bc2018___80_02394	mutY
bc2018--bc2018___80_02395	hup
bc2018--bc2018___80_02396	BACUNI_01444
bc2018--bc2018___80_02397	BACUNI_01445
bc2018--bc2018___80_02398	BACUNI_01446
bc2018--bc2018___80_02399	BACUNI_01447
bc2018--bc2018___80_02400	BACUNI_01448
bc2018--bc2018___80_02401	BACUNI_01449
bc2018--bc2018___80_02402	BACUNI_01450
bc2018--bc2018___80_02403	BACUNI_01451
bc2018--bc2018___80_02404	aspT
bc2018--bc2018___80_02405	bc2018--bc2018___80_02405
bc2018--bc2018___80_02406	BACUNI_01455
bc2018--bc2018___80_02407	BACUNI_01456
bc2018--bc2018___80_02408	BACUNI_01457
bc2018--bc2018___80_02409	mce
bc2018--bc2018___80_02410	BACUNI_01459
bc2018--bc2018___80_02411	BACUNI_01460
bc2018--bc2018___80_02412	BACUNI_01461
bc2018--bc2018___80_02413	BACUNI_01462
bc2018--bc2018___80_02414	BACUNI_01463
bc2018--bc2018___80_02415	BACUNI_01464
bc2018--bc2018___80_02416	fba
bc2018--bc2018___80_02417	BACUNI_01468
bc2018--bc2018___80_02418	rpmE2
bc2018--bc2018___80_02419	BACUNI_01470
bc2018--bc2018___80_02420	gcvT
bc2018--bc2018___80_02421	pepT
bc2018--bc2018___80_02422	BACUNI_01473
bc2018--bc2018___80_02423	BACUNI_01474
bc2018--bc2018___80_02424	BACUNI_01475
bc2018--bc2018___80_02425	BACUNI_01476
bc2018--bc2018___80_02426	bc2018--bc2018___80_02426
bc2018--bc2018___80_02427	BACUNI_01478
bc2018--bc2018___80_02428	crcB
bc2018--bc2018___80_02429	BACUNI_01481
bc2018--bc2018___80_02430	eno
bc2018--bc2018___80_02431	BACUNI_01484
bc2018--bc2018___80_02432	BACUNI_01485
bc2018--bc2018___80_02433	BACUNI_01486
bc2018--bc2018___80_02434	BACUNI_01487
bc2018--bc2018___80_02435	BACUNI_01488
bc2018--bc2018___80_02436	BACUNI_01489
bc2018--bc2018___80_02437	BACUNI_01490
bc2018--bc2018___80_02439	BACUNI_01493
bc2018--bc2018___80_02440	BACUNI_01494
bc2018--bc2018___80_02441	BACUNI_01495
bc2018--bc2018___80_02442	bc2018--bc2018___80_02442
bc2018--bc2018___80_02443	mntP
bc2018--bc2018___80_02444	BACUNI_01498
bc2018--bc2018___80_02445	BACUNI_01499
bc2018--bc2018___80_02446	BACUNI_01500
bc2018--bc2018___80_02447	BACUNI_01501
bc2018--bc2018___80_02448	BACUNI_01502
bc2018--bc2018___80_02449	floA
bc2018--bc2018___80_02450	bc2018--bc2018___80_02450
bc2018--bc2018___80_02451	mnmE
bc2018--bc2018___80_02452	bc2018--bc2018___80_02452
bc2018--bc2018___80_02453	bc2018--bc2018___80_02453
bc2018--bc2018___80_02454	bc2018--bc2018___80_02454
bc2018--bc2018___80_02455	bc2018--bc2018___80_02455
bc2018--bc2018___80_02456	bc2018--bc2018___80_02456
bc2018--bc2018___80_02457	bc2018--bc2018___80_02457
bc2018--bc2018___80_02458	bc2018--bc2018___80_02458
bc2018--bc2018___80_02459	BACUNI_01514
bc2018--bc2018___80_02460	BACUNI_01515
bc2018--bc2018___80_02461	bc2018--bc2018___80_02461
bc2018--bc2018___80_02462	bc2018--bc2018___80_02462
bc2018--bc2018___80_02463	bc2018--bc2018___80_02463
bc2018--bc2018___80_02464	BACUNI_01520
bc2018--bc2018___80_02465	bc2018--bc2018___80_02465
bc2018--bc2018___80_02466	bc2018--bc2018___80_02466
bc2018--bc2018___80_02467	bc2018--bc2018___80_02467
bc2018--bc2018___80_02468	bc2018--bc2018___80_02468
bc2018--bc2018___80_02469	bc2018--bc2018___80_02469
bc2018--bc2018___80_02470	bc2018--bc2018___80_02470
bc2018--bc2018___80_02471	BACUNI_01529
bc2018--bc2018___80_02472	BACUNI_01530
bc2018--bc2018___80_02473	bc2018--bc2018___80_02473
bc2018--bc2018___80_02474	bc2018--bc2018___80_02474
bc2018--bc2018___80_02475	bc2018--bc2018___80_02475
bc2018--bc2018___80_02476	BACUNI_01534
bc2018--bc2018___80_02477	bc2018--bc2018___80_02477
bc2018--bc2018___80_02478	bc2018--bc2018___80_02478
bc2018--bc2018___80_02479	bc2018--bc2018___80_02479
bc2018--bc2018___80_02480	bc2018--bc2018___80_02480
bc2018--bc2018___80_02481	ynfM
bc2018--bc2018___80_02482	bc2018--bc2018___80_02482
bc2018--bc2018___80_02483	BACUNI_01328
bc2018--bc2018___80_02484	BACUNI_01327
bc2018--bc2018___80_02485	BACUNI_01326
bc2018--bc2018___80_02486	BACUNI_01325
bc2018--bc2018___80_02487	BACUNI_01324
bc2018--bc2018___80_02488	BACUNI_01323
bc2018--bc2018___80_02489	BACUNI_01322
bc2018--bc2018___80_02490	BACUNI_01321
bc2018--bc2018___80_02491	BACUNI_01320
bc2018--bc2018___80_02492	bc2018--bc2018___80_02492
bc2018--bc2018___80_02493	BACUNI_01315
bc2018--bc2018___80_02494	BACUNI_01313
bc2018--bc2018___80_02495	bc2018--bc2018___80_02495
bc2018--bc2018___80_02496	bc2018--bc2018___80_02496
bc2018--bc2018___80_02497	BACUNI_01310
bc2018--bc2018___80_02498	BACUNI_01309
bc2018--bc2018___80_02499	clpS
bc2018--bc2018___80_02500	BACUNI_01307
bc2018--bc2018___80_02501	aat
bc2018--bc2018___80_02502	BACUNI_01305
bc2018--bc2018___80_02503	BACUNI_01304
bc2018--bc2018___80_02504	bc2018--bc2018___80_02504
bc2018--bc2018___80_02505	BACUNI_01301
bc2018--bc2018___80_02506	BACUNI_01300
bc2018--bc2018___80_02507	BACUNI_01299
bc2018--bc2018___80_02508	nfo
bc2018--bc2018___80_02509	BACUNI_01297
bc2018--bc2018___80_02510	BACUNI_01296
bc2018--bc2018___80_02511	BACUNI_01295
bc2018--bc2018___80_02512	BACUNI_01293
bc2018--bc2018___80_02513	bc2018--bc2018___80_02513
bc2018--bc2018___80_02514	BACUNI_01289
bc2018--bc2018___80_02515	BACUNI_01288
bc2018--bc2018___80_02516	BACUNI_01287
bc2018--bc2018___80_02517	BACUNI_01285
bc2018--bc2018___80_02518	BACUNI_01284
bc2018--bc2018___80_02519	BACUNI_01283
bc2018--bc2018___80_02520	BACUNI_01282
bc2018--bc2018___80_02521	BACUNI_01281
bc2018--bc2018___80_02522	BACUNI_01280
bc2018--bc2018___80_02523	bc2018--bc2018___80_02523
bc2018--bc2018___80_02524	BACUNI_01277
bc2018--bc2018___80_02525	BACUNI_01276
bc2018--bc2018___80_02526	agcS
bc2018--bc2018___80_02527	BACUNI_01273
bc2018--bc2018___80_02528	BACUNI_01271
bc2018--bc2018___80_02529	BACUNI_01270
bc2018--bc2018___80_02531	queE
bc2018--bc2018___80_02532	BACUNI_01265
bc2018--bc2018___80_02533	BACUNI_01264
bc2018--bc2018___80_02534	BACUNI_01263
bc2018--bc2018___80_02535	BACUNI_01262
bc2018--bc2018___80_02536	BACUNI_01261
bc2018--bc2018___80_02537	BACUNI_01259
bc2018--bc2018___80_02538	BACUNI_01258
bc2018--bc2018___80_02539	BACUNI_01257
bc2018--bc2018___80_02540	bc2018--bc2018___80_02540
bc2018--bc2018___80_02541	BACUNI_01254
bc2018--bc2018___80_02542	rny
bc2018--bc2018___80_02543	cutC
bc2018--bc2018___80_02544	BACUNI_01251
bc2018--bc2018___80_02545	BACUNI_01250
bc2018--bc2018___80_02546	pepD
bc2018--bc2018___80_02547	BACUNI_01248
bc2018--bc2018___80_02548	BACUNI_01247
bc2018--bc2018___80_02549	BACUNI_01246
bc2018--bc2018___80_02550	BACUNI_01245
bc2018--bc2018___80_02551	BACUNI_01244
bc2018--bc2018___80_02552	BACUNI_01243
bc2018--bc2018___80_02553	BACUNI_01242
bc2018--bc2018___80_02554	BACUNI_01241
bc2018--bc2018___80_02555	tal
bc2018--bc2018___80_02556	BACUNI_01239
bc2018--bc2018___80_02557	pulA
bc2018--bc2018___80_02558	ruvC
bc2018--bc2018___80_02559	BACUNI_01236
bc2018--bc2018___80_02561	BACUNI_01234
bc2018--bc2018___80_02562	BACUNI_01233
bc2018--bc2018___80_02563	BACUNI_01232
bc2018--bc2018___80_02564	BACUNI_01231
bc2018--bc2018___80_02565	BACUNI_01230
bc2018--bc2018___80_02566	pheS
bc2018--bc2018___80_02567	BACUNI_01227
bc2018--bc2018___80_02568	nth
bc2018--bc2018___80_02569	pgk
bc2018--bc2018___80_02570	BACUNI_01224
bc2018--bc2018___80_02571	BACUNI_01222
bc2018--bc2018___80_02572	maf
bc2018--bc2018___80_02573	BACUNI_01220
bc2018--bc2018___80_02574	BACUNI_01219
bc2018--bc2018___80_02575	BACUNI_01218
bc2018--bc2018___80_02576	BACUNI_01217
bc2018--bc2018___80_02577	BACUNI_01216
bc2018--bc2018___80_02578	BACUNI_01215
bc2018--bc2018___80_02579	BACUNI_01214
bc2018--bc2018___80_02580	BACUNI_01213
bc2018--bc2018___80_02581	BACUNI_01212
bc2018--bc2018___80_02582	BACUNI_01211
bc2018--bc2018___80_02583	BACUNI_01209
bc2018--bc2018___80_02584	BACUNI_01205
bc2018--bc2018___80_02585	BACUNI_01204
bc2018--bc2018___80_02586	BACUNI_01203
bc2018--bc2018___80_02587	BACUNI_01202
bc2018--bc2018___80_02588	BACUNI_01201
bc2018--bc2018___80_02589	BACUNI_01200
bc2018--bc2018___80_02590	BACUNI_01198
bc2018--bc2018___80_02591	BACUNI_01197
bc2018--bc2018___80_02592	BACUNI_01196
bc2018--bc2018___80_02593	BACUNI_01195
bc2018--bc2018___80_02594	BACUNI_01194
bc2018--bc2018___80_02595	BACUNI_01193
bc2018--bc2018___80_02596	bc2018--bc2018___80_02596
bc2018--bc2018___80_02597	prfC
bc2018--bc2018___80_02598	rfbD
bc2018--bc2018___80_02599	BACUNI_01186
bc2018--bc2018___80_02600	BACUNI_01185
bc2018--bc2018___80_02601	BACUNI_01184
bc2018--bc2018___80_02602	purL
bc2018--bc2018___80_02603	BACUNI_01181
bc2018--bc2018___80_02604	bc2018--bc2018___80_02604
bc2018--bc2018___80_02605	BACUNI_01179
bc2018--bc2018___80_02606	bc2018--bc2018___80_02606
bc2018--bc2018___80_02607	BACUNI_01177
bc2018--bc2018___80_02608	uvrA
bc2018--bc2018___80_02609	bc2018--bc2018___80_02609
bc2018--bc2018___80_02610	BACUNI_01174
bc2018--bc2018___80_02611	higA
bc2018--bc2018___80_02612	BACUNI_01171
bc2018--bc2018___80_02613	BACUNI_01170
bc2018--bc2018___80_02614	BACUNI_01169
bc2018--bc2018___80_02615	BACUNI_01168
bc2018--bc2018___80_02616	BACUNI_01167
bc2018--bc2018___80_02617	BACUNI_01166
bc2018--bc2018___80_02618	nifJ
bc2018--bc2018___80_02619	BACUNI_01164
bc2018--bc2018___80_02620	BACUNI_01163
bc2018--bc2018___80_02621	BACUNI_01162
bc2018--bc2018___80_02622	bc2018--bc2018___80_02622
bc2018--bc2018___80_02623	BACUNI_01160
bc2018--bc2018___80_02624	BACUNI_01159
bc2018--bc2018___80_02625	BACUNI_01158
bc2018--bc2018___80_02626	BACUNI_01157
bc2018--bc2018___80_02627	BACUNI_01156
bc2018--bc2018___80_02628	BACUNI_01155
bc2018--bc2018___80_02629	BACUNI_01154
bc2018--bc2018___80_02630	BACUNI_01153
bc2018--bc2018___80_02631	bc2018--bc2018___80_02631
bc2018--bc2018___80_02632	BACUNI_01150
bc2018--bc2018___80_02633	BACUNI_01149
bc2018--bc2018___80_02634	BACUNI_01147
bc2018--bc2018___80_02635	etfA
bc2018--bc2018___80_02636	BACUNI_01145
bc2018--bc2018___80_02637	BACUNI_01144
bc2018--bc2018___80_02638	BACUNI_01143
bc2018--bc2018___80_02639	BACUNI_01142
bc2018--bc2018___80_02640	BACUNI_01141
bc2018--bc2018___80_02641	BACUNI_01140
bc2018--bc2018___80_02642	BACUNI_01139
bc2018--bc2018___80_02643	BACUNI_01137
bc2018--bc2018___80_02644	groL
bc2018--bc2018___80_02645	groS
bc2018--bc2018___80_02646	BACUNI_01134
bc2018--bc2018___80_02647	BACUNI_01133
bc2018--bc2018___80_02648	bc2018--bc2018___80_02648
bc2018--bc2018___80_02649	hisS
bc2018--bc2018___80_02650	BACUNI_01130
bc2018--bc2018___80_02651	BACUNI_01128
bc2018--bc2018___80_02652	BACUNI_01126
bc2018--bc2018___80_02653	purA
bc2018--bc2018___80_02654	BACUNI_01124
bc2018--bc2018___80_02655	BACUNI_01123
bc2018--bc2018___80_02656	BACUNI_01122
bc2018--bc2018___80_02657	BACUNI_01121
bc2018--bc2018___80_02658	recQ
bc2018--bc2018___80_02659	BACUNI_01118
bc2018--bc2018___80_02660	bc2018--bc2018___80_02660
bc2018--bc2018___80_02661	leuB
bc2018--bc2018___80_02662	BACUNI_01114
bc2018--bc2018___80_02663	BACUNI_01113
bc2018--bc2018___80_02664	leuD
bc2018--bc2018___80_02665	leuC
bc2018--bc2018___80_02666	leuA
bc2018--bc2018___80_02667	bc2018--bc2018___80_02667
bc2018--bc2018___80_02670	sppA
bc2018--bc2018___80_02671	lpxK
bc2018--bc2018___80_02672	bc2018--bc2018___80_02672
bc2018--bc2018___80_02673	thiL
bc2018--bc2018___80_02675	bc2018--bc2018___80_02675
bc2018--bc2018___80_02676	bc2018--bc2018___80_02676
bc2018--bc2018___80_02677	bc2018--bc2018___80_02677
bc2018--bc2018___80_02678	BACUNI_02493
bc2018--bc2018___80_02679	bc2018--bc2018___80_02679
bc2018--bc2018___80_02680	bc2018--bc2018___80_02680
bc2018--bc2018___80_02681	BACUNI_02498
bc2018--bc2018___80_02682	bc2018--bc2018___80_02682
bc2018--bc2018___80_02683	bc2018--bc2018___80_02683
bc2018--bc2018___80_02684	bc2018--bc2018___80_02684
bc2018--bc2018___80_02685	bc2018--bc2018___80_02685
bc2018--bc2018___80_02686	bc2018--bc2018___80_02686
bc2018--bc2018___80_02687	BACUNI_02505
bc2018--bc2018___80_02688	bc2018--bc2018___80_02688
bc2018--bc2018___80_02689	bc2018--bc2018___80_02689
bc2018--bc2018___80_02690	BACUNI_02508
bc2018--bc2018___80_02691	bc2018--bc2018___80_02691
bc2018--bc2018___80_02692	bc2018--bc2018___80_02692
bc2018--bc2018___80_02693	bc2018--bc2018___80_02693
bc2018--bc2018___80_02694	bc2018--bc2018___80_02694
bc2018--bc2018___80_02695	bc2018--bc2018___80_02695
bc2018--bc2018___80_02696	bc2018--bc2018___80_02696
bc2018--bc2018___80_02697	bc2018--bc2018___80_02697
bc2018--bc2018___80_02698	bc2018--bc2018___80_02698
bc2018--bc2018___80_02699	BACUNI_02519
bc2018--bc2018___80_02700	bc2018--bc2018___80_02700
bc2018--bc2018___80_02701	bc2018--bc2018___80_02701
bc2018--bc2018___80_02702	bc2018--bc2018___80_02702
bc2018--bc2018___80_02703	bc2018--bc2018___80_02703
bc2018--bc2018___80_02704	bc2018--bc2018___80_02704
bc2018--bc2018___80_02705	bc2018--bc2018___80_02705
bc2018--bc2018___80_02706	bc2018--bc2018___80_02706
bc2018--bc2018___80_02707	bc2018--bc2018___80_02707
bc2018--bc2018___80_02708	bc2018--bc2018___80_02708
bc2018--bc2018___80_02709	bc2018--bc2018___80_02709
bc2018--bc2018___80_02710	bc2018--bc2018___80_02710
bc2018--bc2018___80_02711	bc2018--bc2018___80_02711
bc2018--bc2018___80_02712	bc2018--bc2018___80_02712
bc2018--bc2018___80_02713	bc2018--bc2018___80_02713
bc2018--bc2018___80_02714	bc2018--bc2018___80_02714
bc2018--bc2018___80_02715	bc2018--bc2018___80_02715
bc2018--bc2018___80_02716	bc2018--bc2018___80_02716
bc2018--bc2018___80_02717	bc2018--bc2018___80_02717
bc2018--bc2018___80_02718	bc2018--bc2018___80_02718
bc2018--bc2018___80_02719	bc2018--bc2018___80_02719
bc2018--bc2018___80_02720	BACUNI_02546
bc2018--bc2018___80_02721	bc2018--bc2018___80_02721
bc2018--bc2018___80_02722	bc2018--bc2018___80_02722
bc2018--bc2018___80_02723	bc2018--bc2018___80_02723
bc2018--bc2018___80_02724	BACUNI_02550
bc2018--bc2018___80_02725	bc2018--bc2018___80_02725
bc2018--bc2018___80_02726	bc2018--bc2018___80_02726
bc2018--bc2018___80_02727	bc2018--bc2018___80_02727
bc2018--bc2018___80_02728	BACUNI_02559
bc2018--bc2018___80_02729	BACUNI_02560
bc2018--bc2018___80_02730	bc2018--bc2018___80_02730
bc2018--bc2018___80_02731	bc2018--bc2018___80_02731
bc2018--bc2018___80_02732	BACUNI_02564
bc2018--bc2018___80_02733	bc2018--bc2018___80_02733
bc2018--bc2018___80_02734	bc2018--bc2018___80_02734
bc2018--bc2018___80_02735	bc2018--bc2018___80_02735
bc2018--bc2018___80_02736	BACUNI_02570
bc2018--bc2018___80_02737	bc2018--bc2018___80_02737
bc2018--bc2018___80_02738	bc2018--bc2018___80_02738
bc2018--bc2018___80_02739	bc2018--bc2018___80_02739
bc2018--bc2018___80_02740	bc2018--bc2018___80_02740
bc2018--bc2018___80_02741	bc2018--bc2018___80_02741
bc2018--bc2018___80_02742	BACUNI_02578
bc2018--bc2018___80_02743	BACUNI_02579
bc2018--bc2018___80_02744	bc2018--bc2018___80_02744
bc2018--bc2018___80_02745	bc2018--bc2018___80_02745
bc2018--bc2018___80_02746	bc2018--bc2018___80_02746
bc2018--bc2018___80_02747	bc2018--bc2018___80_02747
bc2018--bc2018___80_02748	BACUNI_02584
bc2018--bc2018___80_02749	BACUNI_02587
bc2018--bc2018___80_02750	bc2018--bc2018___80_02750
bc2018--bc2018___80_02751	BACUNI_02590
bc2018--bc2018___80_02752	BACUNI_02592
bc2018--bc2018___80_02753	bc2018--bc2018___80_02753
bc2018--bc2018___80_02754	BACUNI_02594
bc2018--bc2018___80_02755	BACUNI_02595
bc2018--bc2018___80_02756	BACUNI_02596
bc2018--bc2018___80_02757	BACUNI_02597
bc2018--bc2018___80_02758	BACUNI_02598
bc2018--bc2018___80_02759	BACUNI_02599
bc2018--bc2018___80_02760	BACUNI_02600
bc2018--bc2018___80_02761	bc2018--bc2018___80_02761
bc2018--bc2018___80_02762	BACUNI_02602
bc2018--bc2018___80_02763	BACUNI_02603
bc2018--bc2018___80_02764	BACUNI_02604
bc2018--bc2018___80_02765	BACUNI_02608
bc2018--bc2018___80_02766	bc2018--bc2018___80_02766
bc2018--bc2018___80_02767	bc2018--bc2018___80_02767
bc2018--bc2018___80_02768	BACUNI_02612
bc2018--bc2018___80_02769	BACUNI_02613
bc2018--bc2018___80_02770	BACUNI_02614
bc2018--bc2018___80_02771	BACUNI_02615
bc2018--bc2018___80_02772	bc2018--bc2018___80_02772
bc2018--bc2018___80_02773	BACUNI_02617
bc2018--bc2018___80_02774	BACUNI_02618
bc2018--bc2018___80_02775	BACUNI_02619
bc2018--bc2018___80_02776	helD
bc2018--bc2018___80_02777	BACUNI_02622
bc2018--bc2018___80_02778	BACUNI_02623
bc2018--bc2018___80_02779	bc2018--bc2018___80_02779
bc2018--bc2018___80_02780	miaA
bc2018--bc2018___80_02781	BACUNI_02626
bc2018--bc2018___80_02782	kdsA
bc2018--bc2018___80_02783	BACUNI_02628
bc2018--bc2018___80_02784	BACUNI_02629
bc2018--bc2018___80_02785	BACUNI_02630
bc2018--bc2018___80_02786	BACUNI_02631
bc2018--bc2018___80_02787	BACUNI_02632
bc2018--bc2018___80_02788	BACUNI_02634
bc2018--bc2018___80_02789	BACUNI_02635
bc2018--bc2018___80_02790	BACUNI_02637
bc2018--bc2018___80_02791	BACUNI_02638
bc2018--bc2018___80_02792	BACUNI_02639
bc2018--bc2018___80_02793	bc2018--bc2018___80_02793
bc2018--bc2018___80_02794	BACUNI_02640
bc2018--bc2018___80_02795	BACUNI_02641
bc2018--bc2018___80_02796	BACUNI_02642
bc2018--bc2018___80_02797	BACUNI_02643
bc2018--bc2018___80_02798	BACUNI_02644
bc2018--bc2018___80_02799	BACUNI_02645
bc2018--bc2018___80_02800	BACUNI_02646
bc2018--bc2018___80_02801	BACUNI_02647
bc2018--bc2018___80_02802	BACUNI_02648
bc2018--bc2018___80_02803	BACUNI_02649
bc2018--bc2018___80_02804	rplU
bc2018--bc2018___80_02805	rpmA
bc2018--bc2018___80_02806	serS
bc2018--bc2018___80_02807	BACUNI_02654
bc2018--bc2018___80_02808	BACUNI_02655
bc2018--bc2018___80_02809	bc2018--bc2018___80_02809
bc2018--bc2018___80_02810	gltA
bc2018--bc2018___80_02811	BACUNI_03395
bc2018--bc2018___80_02812	panD
bc2018--bc2018___80_02813	panC
bc2018--bc2018___80_02814	BACUNI_03398
bc2018--bc2018___80_02815	BACUNI_03399
bc2018--bc2018___80_02816	BACUNI_03400
bc2018--bc2018___80_02817	BACUNI_03401
bc2018--bc2018___80_02818	BACUNI_03402
bc2018--bc2018___80_02819	bc2018--bc2018___80_02819
bc2018--bc2018___80_02820	BACUNI_03403
bc2018--bc2018___80_02821	BACUNI_03405
bc2018--bc2018___80_02822	BACUNI_03406
bc2018--bc2018___80_02823	guaA
bc2018--bc2018___80_02824	guaA
bc2018--bc2018___80_02825	bc2018--bc2018___80_02825
bc2018--bc2018___80_02826	bc2018--bc2018___80_02826
bc2018--bc2018___80_02827	gap
bc2018--bc2018___80_02828	BACUNI_03413
bc2018--bc2018___80_02829	BACUNI_03414
bc2018--bc2018___80_02830	BACUNI_03415
bc2018--bc2018___80_02831	bc2018--bc2018___80_02831
bc2018--bc2018___80_02832	bc2018--bc2018___80_02832
bc2018--bc2018___80_02833	BACUNI_03418
bc2018--bc2018___80_02834	BACUNI_03419
bc2018--bc2018___80_02835	recF
bc2018--bc2018___80_02836	BACUNI_03422
bc2018--bc2018___80_02837	ribH
bc2018--bc2018___80_02840	BACUNI_03427
bc2018--bc2018___80_02841	BACUNI_03428
bc2018--bc2018___80_02842	BACUNI_03429
bc2018--bc2018___80_02843	BACUNI_03430
bc2018--bc2018___80_02844	BACUNI_03431
bc2018--bc2018___80_02845	BACUNI_03432
bc2018--bc2018___80_02846	BACUNI_03433
bc2018--bc2018___80_02847	BACUNI_03434
bc2018--bc2018___80_02848	BACUNI_03435
bc2018--bc2018___80_02849	BACUNI_03436
bc2018--bc2018___80_02850	BACUNI_03438
bc2018--bc2018___80_02851	bc2018--bc2018___80_02851
bc2018--bc2018___80_02852	bc2018--bc2018___80_02852
bc2018--bc2018___80_02853	BACUNI_03441
bc2018--bc2018___80_02854	BACUNI_03442
bc2018--bc2018___80_02855	BACUNI_03443
bc2018--bc2018___80_02856	BACUNI_03444
bc2018--bc2018___80_02857	BACUNI_03445
bc2018--bc2018___80_02858	BACUNI_03446
bc2018--bc2018___80_02859	BACUNI_03448
bc2018--bc2018___80_02860	BACUNI_03449
bc2018--bc2018___80_02861	BACUNI_03450
bc2018--bc2018___80_02862	truA
bc2018--bc2018___80_02863	BACUNI_03452
bc2018--bc2018___80_02864	BACUNI_03454
bc2018--bc2018___80_02865	nnrD
bc2018--bc2018___80_02866	BACUNI_03457
bc2018--bc2018___80_02867	hpt
bc2018--bc2018___80_02868	adk
bc2018--bc2018___80_02869	obg
bc2018--bc2018___80_02870	BACUNI_03461
bc2018--bc2018___80_02871	BACUNI_03462
bc2018--bc2018___80_02872	nlpD_2
bc2018--bc2018___80_02873	BACUNI_03464
bc2018--bc2018___80_02874	purC
bc2018--bc2018___80_02875	menG
bc2018--bc2018___80_02876	BACUNI_03467
bc2018--bc2018___80_02877	BACUNI_03468
bc2018--bc2018___80_02878	BACUNI_03469
bc2018--bc2018___80_02879	BACUNI_03470
bc2018--bc2018___80_02880	BACUNI_03471
bc2018--bc2018___80_02881	bc2018--bc2018___80_02881
bc2018--bc2018___80_02882	prfA
bc2018--bc2018___80_02883	pyrF
bc2018--bc2018___80_02884	BACUNI_03475
bc2018--bc2018___80_02885	lpxD
bc2018--bc2018___80_02886	fabZ
bc2018--bc2018___80_02887	lpxA
bc2018--bc2018___80_02888	BACUNI_03479
bc2018--bc2018___80_02889	miaA
bc2018--bc2018___80_02890	BACUNI_03481
bc2018--bc2018___80_02891	bc2018--bc2018___80_02891
bc2018--bc2018___80_02892	bc2018--bc2018___80_02892
bc2018--bc2018___80_02893	BACUNI_03489
bc2018--bc2018___80_02894	BACUNI_03490
bc2018--bc2018___80_02895	BACUNI_03491
bc2018--bc2018___80_02896	bc2018--bc2018___80_02896
bc2018--bc2018___80_02897	bc2018--bc2018___80_02897
bc2018--bc2018___80_02898	BACUNI_03495
bc2018--bc2018___80_02899	BACUNI_03496
bc2018--bc2018___80_02900	BACUNI_03497
bc2018--bc2018___80_02901	BACUNI_03500
bc2018--bc2018___80_02902	BACUNI_03501
bc2018--bc2018___80_02903	BACUNI_03502
bc2018--bc2018___80_02904	bc2018--bc2018___80_02904
bc2018--bc2018___80_02905	BACUNI_03505
bc2018--bc2018___80_02906	BACUNI_03506
bc2018--bc2018___80_02907	BACUNI_03507
bc2018--bc2018___80_02908	BACUNI_03508
bc2018--bc2018___80_02909	BACUNI_03509
bc2018--bc2018___80_02910	BACUNI_03510
bc2018--bc2018___80_02911	BACUNI_03511
bc2018--bc2018___80_02912	BACUNI_03512
bc2018--bc2018___80_02913	BACUNI_03513
bc2018--bc2018___80_02914	BACUNI_03514
bc2018--bc2018___80_02915	bc2018--bc2018___80_02915
bc2018--bc2018___80_02916	BACUNI_03516
bc2018--bc2018___80_02917	BACUNI_03517
bc2018--bc2018___80_02918	BACUNI_03518
bc2018--bc2018___80_02919	BACUNI_03519
bc2018--bc2018___80_02920	BACUNI_03520
bc2018--bc2018___80_02921	BACUNI_03521
bc2018--bc2018___80_02922	BACUNI_03522
bc2018--bc2018___80_02923	BACUNI_03523
bc2018--bc2018___80_02924	BACUNI_03524
