index,bacuni,Entry.Name,Gene
bc2018--bc2018___80_00316,BACUNI_00392,A7UYM0_BACUC,BACUNI_00392
bc2018--bc2018___80_00317,bc2018--bc2018___80_00317,,bc2018--bc2018___80_00317
bc2018--bc2018___80_00318,BACUNI_00388,A7UYL6_BACUC,BACUNI_00388
bc2018--bc2018___80_00319,BACUNI_00387,A7UYL5_BACUC,BACUNI_00387
bc2018--bc2018___80_00320,BACUNI_00386,A7UYL4_BACUC,BACUNI_00386
bc2018--bc2018___80_00321,BACUNI_00385,A7UYL3_BACUC,BACUNI_00385
bc2018--bc2018___80_00322,BACUNI_00383,,BACUNI_00383
bc2018--bc2018___80_00323,BACUNI_00382,A7UYK9_BACUC,BACUNI_00382
bc2018--bc2018___80_00324,bc2018--bc2018___80_00324,,bc2018--bc2018___80_00324
bc2018--bc2018___80_00325,BACUNI_00379,,BACUNI_00379
bc2018--bc2018___80_00326,BACUNI_00378,,eglS
bc2018--bc2018___80_00327,BACUNI_00377,,BACUNI_00377
bc2018--bc2018___80_00328,BACUNI_00376,,BACUNI_00376
bc2018--bc2018___80_00329,BACUNI_00375,,BACUNI_00375
bc2018--bc2018___80_00330,BACUNI_00374,,BACUNI_00374
bc2018--bc2018___80_00331,BACUNI_00373,,BACUNI_00373
bc2018--bc2018___80_00332,BACUNI_00372,,BACUNI_00372
bc2018--bc2018___80_00333,BACUNI_00371,,BACUNI_00371
bc2018--bc2018___80_00334,BACUNI_00370,,BACUNI_00370
bc2018--bc2018___80_00335,BACUNI_00369,,BACUNI_00369
bc2018--bc2018___80_00336,BACUNI_00367,A7UYJ5_BACUC,BACUNI_00367
bc2018--bc2018___80_00337,BACUNI_00365,,BACUNI_00365
bc2018--bc2018___80_00338,BACUNI_00363,A7UYJ1_BACUC,BACUNI_00363
bc2018--bc2018___80_00339,BACUNI_00362,,BACUNI_00362
bc2018--bc2018___80_00340,BACUNI_00361,,BACUNI_00361
bc2018--bc2018___80_00341,BACUNI_00360,,BACUNI_00360
bc2018--bc2018___80_00342,BACUNI_00359,,BACUNI_00359
bc2018--bc2018___80_00343,BACUNI_00358,,BACUNI_00358
bc2018--bc2018___80_00344,bc2018--bc2018___80_00344,,bc2018--bc2018___80_00344
bc2018--bc2018___80_00345,BACUNI_00355,A7UYI3_BACUC,BACUNI_00355
bc2018--bc2018___80_00346,BACUNI_00354,,yicJ_1
bc2018--bc2018___80_00347,bc2018--bc2018___80_00347,,bc2018--bc2018___80_00347
bc2018--bc2018___80_00348,BACUNI_00118,,BACUNI_00118
bc2018--bc2018___80_00349,BACUNI_00119,,BACUNI_00119
bc2018--bc2018___80_00350,BACUNI_00121,A7UXV2_BACUC,BACUNI_00121
bc2018--bc2018___80_00351,BACUNI_00122,,BACUNI_00122
bc2018--bc2018___80_00352,BACUNI_00123,,kdpA
bc2018--bc2018___80_00353,BACUNI_00124,,kdpB
bc2018--bc2018___80_00354,BACUNI_00125,,kdpC
bc2018--bc2018___80_00355,BACUNI_00126,,BACUNI_00126
bc2018--bc2018___80_00356,BACUNI_00127,,kdpD
bc2018--bc2018___80_00357,BACUNI_00128,A7UXV9_BACUC,BACUNI_00128
bc2018--bc2018___80_00358,bc2018--bc2018___80_00358,,bc2018--bc2018___80_00358
bc2018--bc2018___80_00359,BACUNI_00131,,BACUNI_00131
bc2018--bc2018___80_00360,BACUNI_00133,,BACUNI_00133
bc2018--bc2018___80_00361,BACUNI_00134,,BACUNI_00134
bc2018--bc2018___80_00363,BACUNI_00138,A7UXW8_BACUC,BACUNI_00138
bc2018--bc2018___80_00364,BACUNI_00139,A7UXW9_BACUC,BACUNI_00139
bc2018--bc2018___80_00365,BACUNI_00140,A7UXX0_BACUC,ribB
bc2018--bc2018___80_00366,bc2018--bc2018___80_00366,,bc2018--bc2018___80_00366
bc2018--bc2018___80_00367,bc2018--bc2018___80_00367,,bc2018--bc2018___80_00367
bc2018--bc2018___80_00368,BACUNI_00143,,BACUNI_00143
bc2018--bc2018___80_00369,BACUNI_00144,A7UXX4_BACUC,BACUNI_00144
bc2018--bc2018___80_00370,BACUNI_00146,A7UXX5_BACUC,dnaX
bc2018--bc2018___80_00371,BACUNI_00147,A7UXX7_BACUC,BACUNI_00147
bc2018--bc2018___80_00372,BACUNI_00148,,BACUNI_00148
bc2018--bc2018___80_00373,BACUNI_00149,A7UXX9_BACUC,BACUNI_00149
bc2018--bc2018___80_00374,BACUNI_00150,A7UXY0_BACUC,BACUNI_00150
bc2018--bc2018___80_00375,BACUNI_00151,A7UXY1_BACUC,BACUNI_00151
bc2018--bc2018___80_00376,BACUNI_00152,A7UXY2_BACUC,BACUNI_00152
bc2018--bc2018___80_00377,BACUNI_00153,A7UXY3_BACUC,BACUNI_00153
bc2018--bc2018___80_00380,BACUNI_03002,A7V5Z1_BACUC,BACUNI_03002
bc2018--bc2018___80_00381,bc2018--bc2018___80_00381,,bc2018--bc2018___80_00381
bc2018--bc2018___80_00382,BACUNI_03004,A7V5Z3_BACUC,fabH
bc2018--bc2018___80_00383,BACUNI_03005,A7V5Z4_BACUC,era
bc2018--bc2018___80_00384,BACUNI_03006,A7V5Z5_BACUC,der
bc2018--bc2018___80_00385,BACUNI_03007,A7V5Z6_BACUC,BACUNI_03007
bc2018--bc2018___80_00386,BACUNI_03008,A7V5Z7_BACUC,BACUNI_03008
bc2018--bc2018___80_00387,BACUNI_03009,A7V5Z8_BACUC,BACUNI_03009
bc2018--bc2018___80_00388,BACUNI_03010,A7V5Z9_BACUC,BACUNI_03010
bc2018--bc2018___80_00389,BACUNI_03012,A7V602_BACUC,tig
bc2018--bc2018___80_00390,BACUNI_03015,A7V604_BACUC,clpP
bc2018--bc2018___80_00391,BACUNI_03016,A7V605_BACUC,clpX
bc2018--bc2018___80_00392,BACUNI_03017,A7V606_BACUC,recQ
bc2018--bc2018___80_00393,BACUNI_03018,A7V607_BACUC,guaB
bc2018--bc2018___80_00394,BACUNI_03019,A7V608_BACUC,BACUNI_03019
bc2018--bc2018___80_00395,BACUNI_03020,A7V609_BACUC,BACUNI_03020
bc2018--bc2018___80_00396,BACUNI_03021,A7V610_BACUC,BACUNI_03021
bc2018--bc2018___80_00397,BACUNI_03022,A7V611_BACUC,BACUNI_03022
bc2018--bc2018___80_00398,BACUNI_03023,A7V612_BACUC,BACUNI_03023
bc2018--bc2018___80_00399,BACUNI_03024,A7V613_BACUC,mutL
bc2018--bc2018___80_00400,BACUNI_03025,A7V614_BACUC,BACUNI_03025
bc2018--bc2018___80_00401,BACUNI_03027,A7V615_BACUC,trpS
bc2018--bc2018___80_00402,BACUNI_03028,A7V617_BACUC,BACUNI_03028
bc2018--bc2018___80_00403,BACUNI_03030,,BACUNI_03030
bc2018--bc2018___80_00404,BACUNI_03031,A7V620_BACUC,carB
bc2018--bc2018___80_00405,BACUNI_03032,A7V621_BACUC,BACUNI_03032
bc2018--bc2018___80_00408,BACUNI_03035,A7V622_BACUC,purB
bc2018--bc2018___80_00409,bc2018--bc2018___80_00409,,bc2018--bc2018___80_00409
bc2018--bc2018___80_00410,BACUNI_03038,A7V625_BACUC,asnS
bc2018--bc2018___80_00411,BACUNI_03039,,BACUNI_03039
bc2018--bc2018___80_00412,BACUNI_03041,A7V628_BACUC,rplM
bc2018--bc2018___80_00413,BACUNI_03042,A7V629_BACUC,rpsI
bc2018--bc2018___80_00414,BACUNI_03043,A7V630_BACUC,rpsB
bc2018--bc2018___80_00415,BACUNI_03044,A7V631_BACUC,tsf
bc2018--bc2018___80_00416,BACUNI_03045,A7V632_BACUC,BACUNI_03045
bc2018--bc2018___80_00417,BACUNI_03046,A7V633_BACUC,rex
bc2018--bc2018___80_00418,BACUNI_03047,A7V634_BACUC,BACUNI_03047
bc2018--bc2018___80_00419,BACUNI_03048,A7V635_BACUC,BACUNI_03048
bc2018--bc2018___80_00420,BACUNI_03049,,BACUNI_03049
bc2018--bc2018___80_00421,BACUNI_03050,,BACUNI_03050
bc2018--bc2018___80_00422,bc2018--bc2018___80_00422,,bc2018--bc2018___80_00422
bc2018--bc2018___80_00423,BACUNI_03053,A7V640_BACUC,BACUNI_03053
bc2018--bc2018___80_00424,BACUNI_03054,A7V641_BACUC,BACUNI_03054
bc2018--bc2018___80_00425,BACUNI_03055,,BACUNI_03055
bc2018--bc2018___80_00426,BACUNI_03056,,BACUNI_03056
bc2018--bc2018___80_00427,bc2018--bc2018___80_00427,,bc2018--bc2018___80_00427
bc2018--bc2018___80_00428,BACUNI_03058,A7V645_BACUC,BACUNI_03058
bc2018--bc2018___80_00429,BACUNI_03060,A7V647_BACUC,BACUNI_03060
bc2018--bc2018___80_00430,BACUNI_03061,A7V648_BACUC,BACUNI_03061
bc2018--bc2018___80_00431,BACUNI_03062,,BACUNI_03062
bc2018--bc2018___80_00432,BACUNI_03063,,BACUNI_03063
bc2018--bc2018___80_00433,BACUNI_03064,A7V651_BACUC,BACUNI_03064
bc2018--bc2018___80_00434,BACUNI_03065,A7V652_BACUC,BACUNI_03065
bc2018--bc2018___80_00435,BACUNI_03066,,BACUNI_03066
bc2018--bc2018___80_00436,BACUNI_03067,A7V654_BACUC,BACUNI_03067
bc2018--bc2018___80_00437,BACUNI_03068,A7V655_BACUC,BACUNI_03068
bc2018--bc2018___80_00438,BACUNI_03069,A7V656_BACUC,BACUNI_03069
bc2018--bc2018___80_00439,BACUNI_03070,A7V657_BACUC,BACUNI_03070
bc2018--bc2018___80_00440,BACUNI_03071,A7V658_BACUC,BACUNI_03071
bc2018--bc2018___80_00441,BACUNI_03072,A7V659_BACUC,ispF
bc2018--bc2018___80_00442,BACUNI_03073,A7V660_BACUC,BACUNI_03073
bc2018--bc2018___80_00443,BACUNI_03075,,BACUNI_03075
bc2018--bc2018___80_00444,BACUNI_03076,,BACUNI_03076
bc2018--bc2018___80_00445,BACUNI_03077,,BACUNI_03077
bc2018--bc2018___80_00446,BACUNI_03078,,BACUNI_03078
bc2018--bc2018___80_00447,BACUNI_03079,,BACUNI_03079
bc2018--bc2018___80_00448,BACUNI_03080,A7V667_BACUC,BACUNI_03080
bc2018--bc2018___80_00449,BACUNI_03081,,BACUNI_03081
bc2018--bc2018___80_00450,BACUNI_03082,A7V669_BACUC,BACUNI_03082
bc2018--bc2018___80_00451,BACUNI_03083,,BACUNI_03083
bc2018--bc2018___80_00452,BACUNI_03084,,BACUNI_03084
bc2018--bc2018___80_00453,BACUNI_03086,,BACUNI_03086
bc2018--bc2018___80_00454,BACUNI_03087,A7V674_BACUC,BACUNI_03087
bc2018--bc2018___80_00455,bc2018--bc2018___80_00455,,bc2018--bc2018___80_00455
bc2018--bc2018___80_00456,BACUNI_03089,,BACUNI_03089
bc2018--bc2018___80_00457,BACUNI_03090,,BACUNI_03090
bc2018--bc2018___80_00458,BACUNI_03091,,BACUNI_03091
bc2018--bc2018___80_00459,BACUNI_03092,,BACUNI_03092
bc2018--bc2018___80_00460,BACUNI_03093,,BACUNI_03093
bc2018--bc2018___80_00461,BACUNI_03094,,BACUNI_03094
bc2018--bc2018___80_00462,BACUNI_03095,A7V682_BACUC,BACUNI_03095
bc2018--bc2018___80_00463,BACUNI_03096,A7V683_BACUC,BACUNI_03096
bc2018--bc2018___80_00464,BACUNI_03098,A7V685_BACUC,BACUNI_03098
bc2018--bc2018___80_00465,BACUNI_03099,A7V686_BACUC,BACUNI_03099
bc2018--bc2018___80_00466,BACUNI_03100,A7V687_BACUC,BACUNI_03100
bc2018--bc2018___80_00467,BACUNI_03101,,BACUNI_03101
bc2018--bc2018___80_00468,bc2018--bc2018___80_00468,,bc2018--bc2018___80_00468
bc2018--bc2018___80_00469,BACUNI_03104,A7V691_BACUC,BACUNI_03104
bc2018--bc2018___80_00470,BACUNI_03105,A7V692_BACUC,BACUNI_03105
bc2018--bc2018___80_00471,BACUNI_03106,,BACUNI_03106
bc2018--bc2018___80_00472,BACUNI_03107,A7V694_BACUC,BACUNI_03107
bc2018--bc2018___80_00473,BACUNI_03108,,BACUNI_03108
bc2018--bc2018___80_00474,BACUNI_03111,A7V698_BACUC,mnmA
bc2018--bc2018___80_00475,BACUNI_03112,A7V699_BACUC,BACUNI_03112
bc2018--bc2018___80_00476,BACUNI_03113,A7V6A0_BACUC,xseA
bc2018--bc2018___80_00477,BACUNI_03114,A7V6A1_BACUC,BACUNI_03114
bc2018--bc2018___80_00478,BACUNI_03115,,xseB
bc2018--bc2018___80_00479,BACUNI_03116,A7V6A3_BACUC,ilvE
bc2018--bc2018___80_00480,BACUNI_03118,A7V6A5_BACUC,trmB
bc2018--bc2018___80_00481,BACUNI_03119,A7V6A6_BACUC,mrp
bc2018--bc2018___80_00482,BACUNI_03120,A7V6A7_BACUC,BACUNI_03120
bc2018--bc2018___80_00483,BACUNI_03121,A7V6A8_BACUC,BACUNI_03121
bc2018--bc2018___80_00484,BACUNI_03123,,BACUNI_03123
bc2018--bc2018___80_00485,BACUNI_03124,A7V6B1_BACUC,BACUNI_03124
bc2018--bc2018___80_00486,BACUNI_03125,A7V6B2_BACUC,BACUNI_03125
bc2018--bc2018___80_00487,BACUNI_03126,A7V6B3_BACUC,BACUNI_03126
bc2018--bc2018___80_00488,BACUNI_03127,A7V6B4_BACUC,BACUNI_03127
bc2018--bc2018___80_00489,bc2018--bc2018___80_00489,,bc2018--bc2018___80_00489
bc2018--bc2018___80_00490,BACUNI_03129,A7V6B6_BACUC,BACUNI_03129
bc2018--bc2018___80_00491,bc2018--bc2018___80_00491,,bc2018--bc2018___80_00491
bc2018--bc2018___80_00492,BACUNI_03131,A7V6B8_BACUC,BACUNI_03131
bc2018--bc2018___80_00493,BACUNI_03132,A7V6B9_BACUC,mdh
bc2018--bc2018___80_00494,BACUNI_03133,A7V6C0_BACUC,BACUNI_03133
bc2018--bc2018___80_00495,BACUNI_03134,,BACUNI_03134
bc2018--bc2018___80_00496,BACUNI_03135,,BACUNI_03135
bc2018--bc2018___80_00497,BACUNI_03136,,BACUNI_03136
bc2018--bc2018___80_00498,BACUNI_03137,,BACUNI_03137
bc2018--bc2018___80_00499,BACUNI_03138,,BACUNI_03138
bc2018--bc2018___80_00500,BACUNI_03139,A7V6C6_BACUC,BACUNI_03139
bc2018--bc2018___80_00501,BACUNI_03140,,BACUNI_03140
bc2018--bc2018___80_00502,BACUNI_03141,A7V6C8_BACUC,BACUNI_03141
bc2018--bc2018___80_00503,BACUNI_03142,A7V6C9_BACUC,BACUNI_03142
bc2018--bc2018___80_00504,BACUNI_03143,A7V6D0_BACUC,BACUNI_03143
bc2018--bc2018___80_00505,BACUNI_03144,,BACUNI_03144
bc2018--bc2018___80_00506,BACUNI_03145,,BACUNI_03145
bc2018--bc2018___80_00507,BACUNI_03146,,BACUNI_03146
bc2018--bc2018___80_00508,BACUNI_03147,,BACUNI_03147
bc2018--bc2018___80_00509,BACUNI_03148,,BACUNI_03148
bc2018--bc2018___80_00510,BACUNI_03149,A7V6D6_BACUC,BACUNI_03149
bc2018--bc2018___80_00511,BACUNI_03150,A7V6D7_BACUC,BACUNI_03150
bc2018--bc2018___80_00512,BACUNI_03152,,BACUNI_03152
bc2018--bc2018___80_00513,BACUNI_03153,,BACUNI_03153
bc2018--bc2018___80_00514,BACUNI_03154,,BACUNI_03154
bc2018--bc2018___80_00515,bc2018--bc2018___80_00515,,bc2018--bc2018___80_00515
bc2018--bc2018___80_00516,BACUNI_03158,,BACUNI_03158
bc2018--bc2018___80_00517,BACUNI_03160,,BACUNI_03160
bc2018--bc2018___80_00518,bc2018--bc2018___80_00518,,bc2018--bc2018___80_00518
bc2018--bc2018___80_00519,bc2018--bc2018___80_00519,,bc2018--bc2018___80_00519
bc2018--bc2018___80_00520,BACUNI_03163,A7V6F0_BACUC,BACUNI_03163
bc2018--bc2018___80_00521,bc2018--bc2018___80_00521,,bc2018--bc2018___80_00521
bc2018--bc2018___80_00522,BACUNI_03166,A7V6F3_BACUC,BACUNI_03166
bc2018--bc2018___80_00523,BACUNI_03170,,BACUNI_03170
bc2018--bc2018___80_00524,BACUNI_03172,,BACUNI_03172
bc2018--bc2018___80_00525,BACUNI_03173,,BACUNI_03173
bc2018--bc2018___80_00526,BACUNI_03175,,BACUNI_03175
bc2018--bc2018___80_00527,BACUNI_03176,,BACUNI_03176
bc2018--bc2018___80_00528,BACUNI_03177,,BACUNI_03177
bc2018--bc2018___80_00529,bc2018--bc2018___80_00529,,bc2018--bc2018___80_00529
bc2018--bc2018___80_00530,BACUNI_03179,,BACUNI_03179
bc2018--bc2018___80_00531,BACUNI_03181,A7V6G8_BACUC,BACUNI_03181
bc2018--bc2018___80_00532,BACUNI_03182,A7V6G9_BACUC,BACUNI_03182
bc2018--bc2018___80_00533,BACUNI_03183,,BACUNI_03183
bc2018--bc2018___80_00534,BACUNI_03184,,BACUNI_03184
bc2018--bc2018___80_00535,BACUNI_03185,,BACUNI_03185
bc2018--bc2018___80_00536,BACUNI_03186,,BACUNI_03186
bc2018--bc2018___80_00537,BACUNI_03187,,BACUNI_03187
bc2018--bc2018___80_00538,BACUNI_03188,,BACUNI_03188
bc2018--bc2018___80_00539,BACUNI_03189,,BACUNI_03189
bc2018--bc2018___80_00540,BACUNI_03190,,BACUNI_03190
bc2018--bc2018___80_00541,bc2018--bc2018___80_00541,,bc2018--bc2018___80_00541
bc2018--bc2018___80_00542,bc2018--bc2018___80_00542,,bc2018--bc2018___80_00542
bc2018--bc2018___80_00543,BACUNI_03193,,BACUNI_03193
bc2018--bc2018___80_00544,BACUNI_03194,,BACUNI_03194
bc2018--bc2018___80_00545,BACUNI_03195,,BACUNI_03195
bc2018--bc2018___80_00546,BACUNI_03196,,BACUNI_03196
bc2018--bc2018___80_00547,BACUNI_03197,,BACUNI_03197
bc2018--bc2018___80_00548,BACUNI_03198,,BACUNI_03198
bc2018--bc2018___80_00549,BACUNI_03199,,BACUNI_03199
bc2018--bc2018___80_00550,BACUNI_03201,,BACUNI_03201
bc2018--bc2018___80_00551,bc2018--bc2018___80_00551,,bc2018--bc2018___80_00551
bc2018--bc2018___80_00552,BACUNI_03205,,BACUNI_03205
bc2018--bc2018___80_00553,bc2018--bc2018___80_00553,,bc2018--bc2018___80_00553
bc2018--bc2018___80_00554,BACUNI_03206,,BACUNI_03206
bc2018--bc2018___80_00555,bc2018--bc2018___80_00555,,bc2018--bc2018___80_00555
bc2018--bc2018___80_00556,BACUNI_03210,,BACUNI_03210
bc2018--bc2018___80_00557,BACUNI_03211,,BACUNI_03211
bc2018--bc2018___80_00558,BACUNI_03212,,BACUNI_03212
bc2018--bc2018___80_00559,BACUNI_03213,A7V6K0_BACUC,BACUNI_03213
bc2018--bc2018___80_00560,BACUNI_03214,A7V6K1_BACUC,BACUNI_03214
bc2018--bc2018___80_00561,BACUNI_03215,A7V6K2_BACUC,BACUNI_03215
bc2018--bc2018___80_00562,BACUNI_03216,A7V6K3_BACUC,BACUNI_03216
bc2018--bc2018___80_00563,BACUNI_03217,A7V6K4_BACUC,BACUNI_03217
bc2018--bc2018___80_00564,BACUNI_03220,,BACUNI_03220
bc2018--bc2018___80_00565,BACUNI_03221,,BACUNI_03221
bc2018--bc2018___80_00566,BACUNI_03222,,BACUNI_03222
bc2018--bc2018___80_00567,BACUNI_03223,A7V6L0_BACUC,BACUNI_03223
bc2018--bc2018___80_00568,BACUNI_03224,A7V6L1_BACUC,BACUNI_03224
bc2018--bc2018___80_00569,BACUNI_03225,,BACUNI_03225
bc2018--bc2018___80_00570,BACUNI_03228,,BACUNI_03228
bc2018--bc2018___80_00571,BACUNI_03229,,BACUNI_03229
bc2018--bc2018___80_00572,BACUNI_03231,,BACUNI_03231
bc2018--bc2018___80_00573,BACUNI_03232,,BACUNI_03232
bc2018--bc2018___80_00574,BACUNI_03233,,BACUNI_03233
bc2018--bc2018___80_00575,BACUNI_03235,,BACUNI_03235
bc2018--bc2018___80_00576,BACUNI_03236,,BACUNI_03236
bc2018--bc2018___80_00577,bc2018--bc2018___80_00577,,bc2018--bc2018___80_00577
bc2018--bc2018___80_00578,BACUNI_02401,,BACUNI_02401
bc2018--bc2018___80_00579,BACUNI_03048,A7V635_BACUC,BACUNI_03048
bc2018--bc2018___80_00580,BACUNI_03244,A7V6N0_BACUC,nadK
bc2018--bc2018___80_00581,BACUNI_03245,A7V6N2_BACUC,pdxJ
bc2018--bc2018___80_00582,BACUNI_03246,A7V6N3_BACUC,BACUNI_03246
bc2018--bc2018___80_00583,bc2018--bc2018___80_00583,,bc2018--bc2018___80_00583
bc2018--bc2018___80_00584,BACUNI_03249,A7V6N6_BACUC,BACUNI_03249
bc2018--bc2018___80_00585,BACUNI_03250,A7V6N7_BACUC,BACUNI_03250
bc2018--bc2018___80_00586,BACUNI_03251,A7V6N8_BACUC,ispD
bc2018--bc2018___80_00587,BACUNI_03252,A7V6N9_BACUC,recG
bc2018--bc2018___80_00588,BACUNI_03254,A7V6P1_BACUC,BACUNI_03254
bc2018--bc2018___80_00589,BACUNI_03255,A7V6P2_BACUC,BACUNI_03255
bc2018--bc2018___80_00590,BACUNI_03256,A7V6P3_BACUC,BACUNI_03256
bc2018--bc2018___80_00591,BACUNI_03257,A7V6P4_BACUC,tpiA
bc2018--bc2018___80_00592,BACUNI_03258,A7V6P6_BACUC,BACUNI_03258
bc2018--bc2018___80_00593,BACUNI_03260,A7V6P7_BACUC,folE
bc2018--bc2018___80_00594,BACUNI_03261,A7V6P8_BACUC,dnaG
bc2018--bc2018___80_00595,BACUNI_03262,A7V6P9_BACUC,BACUNI_03262
bc2018--bc2018___80_00596,BACUNI_03264,A7V6Q1_BACUC,BACUNI_03264
bc2018--bc2018___80_00597,BACUNI_03265,A7V6Q2_BACUC,BACUNI_03265
bc2018--bc2018___80_00598,BACUNI_03266,A7V6Q3_BACUC,BACUNI_03266
bc2018--bc2018___80_00599,BACUNI_03267,A7V6Q4_BACUC,BACUNI_03267
bc2018--bc2018___80_00600,bc2018--bc2018___80_00600,,bc2018--bc2018___80_00600
bc2018--bc2018___80_00601,BACUNI_03269,A7V6Q6_BACUC,BACUNI_03269
bc2018--bc2018___80_00602,BACUNI_03270,A7V6Q7_BACUC,BACUNI_03270
bc2018--bc2018___80_00603,BACUNI_03271,A7V6Q8_BACUC,BACUNI_03271
bc2018--bc2018___80_00604,BACUNI_03272,A7V6Q9_BACUC,recJ
bc2018--bc2018___80_00605,BACUNI_03273,A7V6R0_BACUC,BACUNI_03273
bc2018--bc2018___80_00606,BACUNI_03274,,BACUNI_03274
bc2018--bc2018___80_00607,BACUNI_03275,,BACUNI_03275
bc2018--bc2018___80_00608,BACUNI_03276,,BACUNI_03276
bc2018--bc2018___80_00609,BACUNI_03277,,BACUNI_03277
bc2018--bc2018___80_00610,BACUNI_03279,A7V6R6_BACUC,BACUNI_03279
bc2018--bc2018___80_00611,BACUNI_03280,A7V6R7_BACUC,BACUNI_03280
bc2018--bc2018___80_00612,BACUNI_03281,A7V6R8_BACUC,BACUNI_03281
bc2018--bc2018___80_00613,BACUNI_03282,A7V6R9_BACUC,BACUNI_03282
bc2018--bc2018___80_00614,BACUNI_03283,,BACUNI_03283
bc2018--bc2018___80_00615,BACUNI_03284,,BACUNI_03284
bc2018--bc2018___80_00616,BACUNI_03285,A7V6S2_BACUC,BACUNI_03285
bc2018--bc2018___80_00617,BACUNI_03286,A7V6S3_BACUC,BACUNI_03286
bc2018--bc2018___80_00618,BACUNI_03287,A7V6S4_BACUC,BACUNI_03287
bc2018--bc2018___80_00619,BACUNI_03288,A7V6S5_BACUC,BACUNI_03288
bc2018--bc2018___80_00620,BACUNI_03289,A7V6S6_BACUC,BACUNI_03289
bc2018--bc2018___80_00621,BACUNI_03291,A7V6S8_BACUC,fmt
bc2018--bc2018___80_00622,BACUNI_03293,A7V6T0_BACUC,rpe
bc2018--bc2018___80_00623,BACUNI_03294,,comEC
bc2018--bc2018___80_00624,BACUNI_03295,A7V6T3_BACUC,BACUNI_03295
bc2018--bc2018___80_00625,BACUNI_03297,A7V6T4_BACUC,BACUNI_03297
bc2018--bc2018___80_00626,BACUNI_03298,A7V6T5_BACUC,glmM
bc2018--bc2018___80_00627,BACUNI_03299,,BACUNI_03299
bc2018--bc2018___80_00628,BACUNI_03300,A7V6T7_BACUC,BACUNI_03300
bc2018--bc2018___80_00629,BACUNI_03302,A7V6T8_BACUC,queA
bc2018--bc2018___80_00630,BACUNI_03303,A7V6U0_BACUC,BACUNI_03303
bc2018--bc2018___80_00631,BACUNI_03304,,BACUNI_03304
bc2018--bc2018___80_00632,BACUNI_03305,,BACUNI_03305
bc2018--bc2018___80_00633,BACUNI_03306,,BACUNI_03306
bc2018--bc2018___80_00634,BACUNI_03307,,BACUNI_03307
bc2018--bc2018___80_00635,BACUNI_03308,,BACUNI_03308
bc2018--bc2018___80_00636,BACUNI_03309,,BACUNI_03309
bc2018--bc2018___80_00637,BACUNI_03311,,BACUNI_03311
bc2018--bc2018___80_00638,BACUNI_03312,,BACUNI_03312
bc2018--bc2018___80_00639,BACUNI_03313,,BACUNI_03313
bc2018--bc2018___80_00640,BACUNI_03316,,BACUNI_03316
bc2018--bc2018___80_00641,BACUNI_03317,A7V6V4_BACUC,BACUNI_03317
bc2018--bc2018___80_00642,BACUNI_03318,A7V6V5_BACUC,BACUNI_03318
bc2018--bc2018___80_00643,BACUNI_03319,A7V6V6_BACUC,BACUNI_03319
bc2018--bc2018___80_00644,BACUNI_03320,,BACUNI_03320
bc2018--bc2018___80_00645,BACUNI_03321,A7V6V8_BACUC,BACUNI_03321
bc2018--bc2018___80_00646,bc2018--bc2018___80_00646,,bc2018--bc2018___80_00646
bc2018--bc2018___80_00647,BACUNI_03324,,BACUNI_03324
bc2018--bc2018___80_00648,BACUNI_03325,,BACUNI_03325
bc2018--bc2018___80_00649,BACUNI_03326,A7V6W3_BACUC,BACUNI_03326
bc2018--bc2018___80_00650,BACUNI_03327,,BACUNI_03327
bc2018--bc2018___80_00651,BACUNI_03328,,BACUNI_03328
bc2018--bc2018___80_00652,BACUNI_03329,,BACUNI_03329
bc2018--bc2018___80_00653,BACUNI_03330,,BACUNI_03330
bc2018--bc2018___80_00654,BACUNI_03331,,BACUNI_03331
bc2018--bc2018___80_00655,BACUNI_03332,A7V6W9_BACUC,BACUNI_03332
bc2018--bc2018___80_00656,BACUNI_03334,A7V6X1_BACUC,tag
bc2018--bc2018___80_00657,BACUNI_03335,,BACUNI_03335
bc2018--bc2018___80_00658,BACUNI_03337,A7V6X3_BACUC,BACUNI_03337
bc2018--bc2018___80_00659,BACUNI_03341,A7V6X7_BACUC,BACUNI_03341
bc2018--bc2018___80_00660,bc2018--bc2018___80_00660,,bc2018--bc2018___80_00660
bc2018--bc2018___80_00661,BACUNI_03345,,BACUNI_03345
bc2018--bc2018___80_00662,BACUNI_03346,,BACUNI_03346
bc2018--bc2018___80_00663,BACUNI_03347,,BACUNI_03347
bc2018--bc2018___80_00664,BACUNI_03348,,BACUNI_03348
bc2018--bc2018___80_00665,BACUNI_03349,A7V6Y6_BACUC,uxuA
bc2018--bc2018___80_00666,BACUNI_03350,A7V6Y7_BACUC,BACUNI_03350
bc2018--bc2018___80_00667,bc2018--bc2018___80_00667,,bc2018--bc2018___80_00667
bc2018--bc2018___80_00668,BACUNI_03352,A7V6Y9_BACUC,BACUNI_03352
bc2018--bc2018___80_00669,BACUNI_03353,A7V6Z0_BACUC,BACUNI_03353
bc2018--bc2018___80_00670,BACUNI_03354,A7V6Z1_BACUC,rprY
bc2018--bc2018___80_00671,BACUNI_03356,,BACUNI_03356
bc2018--bc2018___80_00672,BACUNI_03357,A7V6Z4_BACUC,BACUNI_03357
bc2018--bc2018___80_00673,BACUNI_03358,A7V6Z5_BACUC,rpsF
